cpu name =I7_5960X based on Haswell micro arch - Haswell-E decline - 4th generation Intel Core
 colidx: add:              6329472 size:            163800060
 a: add:            828329824 size:            327600120
 x: add:           1155929944 size:              1200016
 z: add:           1157129960 size:              1200016
 p: add:           1158329976 size:              1200016
 r: add:           1160730008 size:              1200016
 q: add:           1159529992 size:              1200016
loc(sm) = 0x46fcfe00	loc(add)=0x7fffa62b6e38


 NAS Parallel Benchmarks 3.3 -- CG Benchmark

 Size:     150000
 Iterations:    75
 Number of active processes:     1
 Number of nonzeroes per row:       15
 Eigenvalue shift: .110E+03
 sampling_check =            0
 sampling_check =            1
 Phase 1: 
loc(sm) = 0x46fcfe00

Starting memory sampling
fd_per_tid = 13
measure->nb_threads=1
33333333fd_per_tid = 13
sm = 0x46fcfe00
stop loc(add)0x46fcfe00

Memory read sampling results
pc=402942, @=140735981247096, src level=L1 Hit, latency=194
pc=402932, @=37124108, src level=LFB Hit, latency=200
pc=402942, @=140735981247096, src level=L1 Hit, latency=153
pc=40293c, @=1158662504, src level=L2 Hit, latency=75
pc=402942, @=140735981247096, src level=L1 Hit, latency=152
pc=40293c, @=1158733312, src level=L3 Hit, latency=53
pc=402942, @=140735981247096, src level=L1 Hit, latency=185
pc=40293c, @=1159060696, src level=L3 Hit, latency=58
pc=402936, @=892896208, src level=LFB Hit, latency=104
pc=402942, @=140735981247096, src level=L1 Hit, latency=157
pc=402942, @=140735981247096, src level=L1 Hit, latency=226
pc=402936, @=894157640, src level=LFB Hit, latency=90
pc=402936, @=894585216, src level=LFB Hit, latency=81
pc=402942, @=140735981247096, src level=L1 Hit, latency=254
pc=402942, @=140735981247096, src level=L1 Hit, latency=152
pc=402936, @=895844952, src level=LFB Hit, latency=118
pc=402936, @=896261112, src level=LFB Hit, latency=196
pc=402936, @=896684608, src level=LFB Hit, latency=161
pc=402942, @=140735981247096, src level=L1 Hit, latency=155
pc=40293c, @=1159033488, src level=L3 Hit, latency=51
pc=402936, @=897949240, src level=LFB Hit, latency=156
pc=402936, @=898367944, src level=LFB Hit, latency=57
pc=40293c, @=1158754744, src level=L3 Hit, latency=91
pc=402942, @=140735981247096, src level=L1 Hit, latency=195
pc=402942, @=140735981247096, src level=L1 Hit, latency=149
pc=402942, @=140735981247096, src level=L1 Hit, latency=154
pc=402942, @=140735981247096, src level=L1 Hit, latency=131
pc=402942, @=140735981247096, src level=L1 Hit, latency=127
pc=402942, @=140735981247096, src level=L1 Hit, latency=127
pc=402942, @=140735981247096, src level=L1 Hit, latency=130
pc=402942, @=140735981247096, src level=L1 Hit, latency=186
pc=40293c, @=1159006712, src level=L3 Hit, latency=45
pc=402942, @=140735981247096, src level=L1 Hit, latency=177
pc=402936, @=903397488, src level=LFB Hit, latency=147
pc=402936, @=903795680, src level=LFB Hit, latency=43
pc=402936, @=904216496, src level=LFB Hit, latency=163
pc=402942, @=140735981247096, src level=L1 Hit, latency=151
pc=402936, @=905051496, src level=LFB Hit, latency=49
pc=40293c, @=1159227048, src level=L3 Hit, latency=85
pc=402942, @=140735981247096, src level=L1 Hit, latency=164
pc=402942, @=140735981247096, src level=L1 Hit, latency=142
pc=402942, @=140735981247096, src level=L1 Hit, latency=140
pc=40293c, @=1158495528, src level=L3 Hit, latency=44
pc=402942, @=140735981247096, src level=L1 Hit, latency=153
pc=402942, @=140735981247096, src level=L1 Hit, latency=149
pc=402942, @=140735981247096, src level=L1 Hit, latency=156
pc=402942, @=140735981247096, src level=L1 Hit, latency=150
pc=402936, @=909283264, src level=LFB Hit, latency=97
pc=402942, @=140735981247096, src level=L1 Hit, latency=152
pc=402942, @=140735981247096, src level=L1 Hit, latency=272
pc=40293c, @=1158615248, src level=L3 Hit, latency=88
pc=402932, @=47627844, src level=LFB Hit, latency=245
pc=40293c, @=1158670264, src level=Local RAM Hit, latency=97
pc=402936, @=911749880, src level=LFB Hit, latency=53
pc=402936, @=912169824, src level=LFB Hit, latency=46
pc=402932, @=48463552, src level=Local RAM Hit, latency=244
pc=402958, @=140735981247096, src level=L1 Hit, latency=144
pc=40293c, @=1159101392, src level=Local RAM Hit, latency=53
pc=402942, @=140735981247096, src level=L1 Hit, latency=135
pc=402936, @=914260024, src level=LFB Hit, latency=169
pc=40293c, @=1158807880, src level=L3 Hit, latency=53
pc=402942, @=140735981247096, src level=L1 Hit, latency=240
pc=402936, @=915492712, src level=LFB Hit, latency=52
pc=40293c, @=1159147504, src level=L3 Hit, latency=44
pc=40293c, @=1158732400, src level=L3 Hit, latency=56
pc=402936, @=916739488, src level=LFB Hit, latency=78
pc=402942, @=140735981247096, src level=L1 Hit, latency=139
pc=40293c, @=1159101136, src level=L3 Hit, latency=67
pc=402942, @=140735981247096, src level=L1 Hit, latency=153
pc=40293c, @=1159224016, src level=L3 Hit, latency=44
pc=40293c, @=1158870400, src level=L3 Hit, latency=54
pc=402942, @=140735981247096, src level=L1 Hit, latency=154
pc=40293c, @=1159067272, src level=L3 Hit, latency=48
pc=402942, @=140735981247096, src level=L1 Hit, latency=286
pc=40293c, @=1159116576, src level=L3 Hit, latency=57
pc=40293c, @=1159359704, src level=Local RAM Hit, latency=69
pc=402942, @=140735981247096, src level=L1 Hit, latency=154
pc=40293c, @=1158756624, src level=L3 Hit, latency=57
pc=402942, @=140735981247096, src level=L1 Hit, latency=233
pc=40293c, @=1159168880, src level=L3 Hit, latency=55
pc=402942, @=140735981247096, src level=L1 Hit, latency=183
pc=402942, @=140735981247096, src level=L1 Hit, latency=150
pc=402936, @=923819472, src level=LFB Hit, latency=245
pc=40293c, @=1158616552, src level=L3 Hit, latency=59
pc=402942, @=140735981247096, src level=L1 Hit, latency=214
pc=40293c, @=1159205928, src level=L3 Hit, latency=64
pc=40293c, @=1158501496, src level=L3 Hit, latency=57
pc=40293c, @=1158505936, src level=L3 Hit, latency=53
pc=40293c, @=1159028448, src level=L3 Hit, latency=54
pc=402942, @=140735981247096, src level=L1 Hit, latency=140
pc=40293c, @=1158724032, src level=L3 Hit, latency=52
pc=402936, @=927564776, src level=LFB Hit, latency=902
pc=402936, @=927977824, src level=LFB Hit, latency=45
pc=40293c, @=1159460784, src level=L3 Hit, latency=63
pc=402942, @=140735981247096, src level=L1 Hit, latency=87
pc=40293c, @=1159426480, src level=L3 Hit, latency=49
pc=402942, @=140735981247096, src level=L1 Hit, latency=245
pc=402942, @=140735981247096, src level=L1 Hit, latency=155
pc=402942, @=140735981247096, src level=L1 Hit, latency=132
pc=402936, @=930903640, src level=LFB Hit, latency=68
pc=402942, @=140735981247096, src level=L1 Hit, latency=124
pc=40293c, @=1159507320, src level=Local RAM Hit, latency=70
pc=402942, @=140735981247096, src level=L1 Hit, latency=295
pc=402942, @=140735981247096, src level=L1 Hit, latency=329
pc=402936, @=932997072, src level=LFB Hit, latency=243
pc=402936, @=933425776, src level=LFB Hit, latency=148
pc=402942, @=140735981247096, src level=L1 Hit, latency=234
pc=402936, @=934240504, src level=LFB Hit, latency=130
pc=402942, @=140735981247096, src level=L1 Hit, latency=278
pc=402942, @=140735981247096, src level=L1 Hit, latency=154
pc=402936, @=935529728, src level=LFB Hit, latency=74
pc=402942, @=140735981247096, src level=L1 Hit, latency=255
pc=402942, @=140735981247096, src level=L1 Hit, latency=224
pc=40293c, @=1158526072, src level=L3 Hit, latency=55
pc=40293c, @=1158497472, src level=L3 Hit, latency=58
pc=402936, @=937588728, src level=LFB Hit, latency=99
pc=402942, @=140735981247096, src level=L1 Hit, latency=225
pc=402942, @=140735981247096, src level=L1 Hit, latency=142
pc=402942, @=140735981247096, src level=L1 Hit, latency=118
pc=402942, @=140735981247096, src level=L1 Hit, latency=153
pc=402942, @=140735981247096, src level=L1 Hit, latency=132
pc=40293c, @=1158463600, src level=L3 Hit, latency=52
pc=40293c, @=1158909848, src level=L3 Hit, latency=55
pc=40293c, @=1158487968, src level=L3 Hit, latency=47
pc=402936, @=941415752, src level=LFB Hit, latency=237
pc=402942, @=140735981247096, src level=L1 Hit, latency=212
pc=40293c, @=1159490648, src level=L3 Hit, latency=56
pc=40293c, @=1159277320, src level=Local RAM Hit, latency=57
pc=402936, @=943082656, src level=LFB Hit, latency=116
pc=402936, @=943502800, src level=LFB Hit, latency=233
pc=402942, @=140735981247096, src level=L1 Hit, latency=170
pc=402936, @=944332456, src level=LFB Hit, latency=77
pc=402936, @=944739248, src level=LFB Hit, latency=96
pc=402936, @=945151872, src level=LFB Hit, latency=119
pc=40293c, @=1159349392, src level=L3 Hit, latency=45
pc=402942, @=140735981247096, src level=L1 Hit, latency=169
pc=40293c, @=1158558984, src level=L3 Hit, latency=43
pc=40293c, @=1159274456, src level=L3 Hit, latency=58
pc=402932, @=65778592, src level=LFB Hit, latency=174
pc=402942, @=140735981247096, src level=L1 Hit, latency=161
pc=402936, @=948047736, src level=LFB Hit, latency=104
pc=402942, @=140735981247096, src level=L1 Hit, latency=268
pc=40293c, @=1158709472, src level=L3 Hit, latency=53
pc=402936, @=949279936, src level=LFB Hit, latency=109
pc=402942, @=140735981247096, src level=L1 Hit, latency=161
pc=402936, @=950097480, src level=Local RAM Hit, latency=281
pc=402942, @=140735981247096, src level=L1 Hit, latency=153
pc=402942, @=140735981247096, src level=L1 Hit, latency=215
pc=40293c, @=1158482264, src level=L3 Hit, latency=51
pc=402936, @=951788296, src level=LFB Hit, latency=90
pc=402936, @=952202384, src level=LFB Hit, latency=121
pc=402932, @=68471360, src level=Local RAM Hit, latency=238
pc=40293c, @=1159037232, src level=L3 Hit, latency=55
pc=402932, @=68893416, src level=LFB Hit, latency=269
pc=402942, @=140735981247096, src level=L1 Hit, latency=298
pc=402942, @=140735981247096, src level=L1 Hit, latency=121
pc=402942, @=140735981247096, src level=L1 Hit, latency=134
pc=402936, @=955114176, src level=LFB Hit, latency=112
pc=402936, @=955526408, src level=LFB Hit, latency=126
pc=402942, @=140735981247096, src level=L1 Hit, latency=148
pc=40293c, @=1158357008, src level=L3 Hit, latency=53
pc=402936, @=956799656, src level=LFB Hit, latency=63
pc=402942, @=140735981247096, src level=L1 Hit, latency=228
pc=402936, @=957625512, src level=LFB Hit, latency=45
pc=40293c, @=1158507712, src level=L3 Hit, latency=62
pc=40293c, @=1158935736, src level=L3 Hit, latency=48
pc=402942, @=140735981247096, src level=L1 Hit, latency=146
pc=402942, @=140735981247096, src level=L1 Hit, latency=239
pc=40293c, @=1158576344, src level=L3 Hit, latency=50
pc=402942, @=140735981247096, src level=L1 Hit, latency=167
pc=40293c, @=1158807400, src level=L3 Hit, latency=57
pc=402936, @=960935584, src level=LFB Hit, latency=94
pc=402936, @=961366056, src level=LFB Hit, latency=43
pc=40293c, @=1159207744, src level=L3 Hit, latency=55
pc=40293c, @=1159007224, src level=L3 Hit, latency=49
pc=402942, @=140735981247096, src level=L1 Hit, latency=220
pc=402942, @=140735981247096, src level=L1 Hit, latency=156
pc=402942, @=140735981247096, src level=L1 Hit, latency=162
pc=402936, @=963892744, src level=LFB Hit, latency=448
pc=402936, @=964306072, src level=LFB Hit, latency=58
pc=402942, @=140735981247096, src level=L1 Hit, latency=150
pc=402942, @=140735981247096, src level=L1 Hit, latency=152
pc=40293c, @=1159406680, src level=L3 Hit, latency=65
pc=402942, @=140735981247096, src level=L1 Hit, latency=154
pc=402942, @=140735981247096, src level=L1 Hit, latency=158
pc=402936, @=966834480, src level=LFB Hit, latency=153
pc=402942, @=140735981247096, src level=L1 Hit, latency=221
pc=402942, @=140735981247096, src level=L1 Hit, latency=301
pc=402932, @=76218644, src level=LFB Hit, latency=189
pc=402942, @=140735981247096, src level=L1 Hit, latency=167
pc=40293c, @=1158800992, src level=L3 Hit, latency=56
pc=402936, @=969349688, src level=LFB Hit, latency=820
pc=402942, @=140735981247096, src level=L1 Hit, latency=148
pc=402942, @=140735981247096, src level=L1 Hit, latency=229
pc=402936, @=970591896, src level=LFB Hit, latency=228
pc=402942, @=140735981247096, src level=L1 Hit, latency=133
pc=402942, @=140735981247096, src level=L1 Hit, latency=123
pc=402942, @=140735981247096, src level=L1 Hit, latency=156
pc=402936, @=972268616, src level=LFB Hit, latency=86
pc=40293c, @=1159182480, src level=Local RAM Hit, latency=57
pc=402942, @=140735981247096, src level=L1 Hit, latency=287
pc=402942, @=140735981247096, src level=L1 Hit, latency=144
pc=402932, @=79136448, src level=Local RAM Hit, latency=247
pc=40293c, @=1158563024, src level=L3 Hit, latency=48
pc=402936, @=974777456, src level=LFB Hit, latency=78
pc=402942, @=140735981247096, src level=L1 Hit, latency=156
pc=402936, @=975592568, src level=LFB Hit, latency=182
pc=402936, @=976001296, src level=LFB Hit, latency=218
pc=402942, @=140735981247096, src level=L1 Hit, latency=153
pc=402932, @=80581832, src level=LFB Hit, latency=239
pc=402936, @=977251240, src level=LFB Hit, latency=863
pc=402942, @=140735981247096, src level=L1 Hit, latency=135
pc=40293c, @=1158822184, src level=L3 Hit, latency=53
pc=40293c, @=1158593848, src level=L3 Hit, latency=49
pc=402942, @=140735981247096, src level=L1 Hit, latency=152
pc=402942, @=140735981247096, src level=L1 Hit, latency=137
pc=402936, @=979713856, src level=LFB Hit, latency=103
pc=402942, @=140735981247096, src level=L1 Hit, latency=139
pc=40293c, @=1158673048, src level=L3 Hit, latency=54
pc=40293c, @=1158557024, src level=L3 Hit, latency=78
pc=402942, @=140735981247096, src level=L1 Hit, latency=301
pc=40293c, @=1159095808, src level=L3 Hit, latency=49
pc=402936, @=982193416, src level=LFB Hit, latency=102
pc=402936, @=982604736, src level=LFB Hit, latency=155
pc=402936, @=983020928, src level=LFB Hit, latency=71
pc=40293c, @=1158770536, src level=L3 Hit, latency=56
pc=402942, @=140735981247096, src level=L1 Hit, latency=162
pc=40293c, @=1158511848, src level=L3 Hit, latency=45
pc=402942, @=140735981247096, src level=L1 Hit, latency=148
pc=40293c, @=1159335344, src level=L3 Hit, latency=97
pc=402942, @=140735981247096, src level=L1 Hit, latency=126
pc=40293c, @=1158992608, src level=L3 Hit, latency=50
pc=402942, @=140735981247096, src level=L1 Hit, latency=189
pc=402936, @=986789496, src level=LFB Hit, latency=187
pc=402932, @=85759892, src level=LFB Hit, latency=185
pc=40293c, @=1159090608, src level=L3 Hit, latency=52
pc=402942, @=140735981247096, src level=L1 Hit, latency=142
pc=40293c, @=1159073520, src level=L3 Hit, latency=56
pc=40293c, @=1158339488, src level=L3 Hit, latency=48
pc=402942, @=140735981247096, src level=L1 Hit, latency=161
pc=402942, @=140735981247096, src level=L1 Hit, latency=245
pc=402942, @=140735981247096, src level=L1 Hit, latency=153
pc=402942, @=140735981247096, src level=L1 Hit, latency=287
pc=40293c, @=1158414976, src level=L3 Hit, latency=66
pc=402942, @=140735981247096, src level=L1 Hit, latency=266
pc=40293c, @=1158347432, src level=L3 Hit, latency=64
pc=40293c, @=1159177528, src level=Local RAM Hit, latency=60
pc=402942, @=140735981247096, src level=L1 Hit, latency=212
pc=402942, @=140735981247096, src level=L1 Hit, latency=125
pc=402936, @=993412864, src level=LFB Hit, latency=73
pc=40293c, @=1159125712, src level=L3 Hit, latency=47
pc=402936, @=994256584, src level=LFB Hit, latency=252
pc=402942, @=140735981247096, src level=L1 Hit, latency=183
pc=402936, @=995092896, src level=LFB Hit, latency=88
pc=402942, @=140735981247096, src level=L1 Hit, latency=202
pc=402936, @=995938248, src level=LFB Hit, latency=134
pc=402942, @=140735981247096, src level=L1 Hit, latency=140
pc=402942, @=140735981247096, src level=L1 Hit, latency=150
pc=40293c, @=1158838368, src level=L3 Hit, latency=69
pc=40293c, @=1159252600, src level=LFB Hit, latency=77
pc=40293c, @=1158439768, src level=L3 Hit, latency=64
pc=402942, @=140735981247096, src level=L1 Hit, latency=123
pc=402942, @=140735981247096, src level=L1 Hit, latency=155
pc=402936, @=999251504, src level=LFB Hit, latency=205
pc=402942, @=140735981247096, src level=L1 Hit, latency=96
pc=402942, @=140735981247096, src level=L1 Hit, latency=185
pc=40293c, @=1158974336, src level=L3 Hit, latency=102
pc=402942, @=140735981247096, src level=L1 Hit, latency=258
pc=402942, @=140735981247096, src level=L1 Hit, latency=140
pc=402936, @=1001753192, src level=LFB Hit, latency=43
pc=402942, @=140735981247096, src level=L1 Hit, latency=210
pc=40293c, @=1159454744, src level=L3 Hit, latency=65
pc=402936, @=1002987584, src level=Local RAM Hit, latency=230
pc=402942, @=140735981247096, src level=L1 Hit, latency=257
pc=402936, @=1003825568, src level=LFB Hit, latency=69
pc=402942, @=140735981247096, src level=L1 Hit, latency=116
pc=402936, @=1004667400, src level=LFB Hit, latency=135
pc=402942, @=140735981247096, src level=L1 Hit, latency=114
pc=40293c, @=1158450040, src level=L3 Hit, latency=45
pc=40293c, @=1158729992, src level=L3 Hit, latency=78
pc=402936, @=1006390784, src level=LFB Hit, latency=71
pc=402942, @=140735981247096, src level=L1 Hit, latency=139
pc=402942, @=140735981247096, src level=L1 Hit, latency=120
pc=40293c, @=1159351688, src level=L3 Hit, latency=43
pc=402932, @=96216016, src level=LFB Hit, latency=52
pc=402942, @=140735981247096, src level=L1 Hit, latency=155
pc=40293c, @=1158837424, src level=L3 Hit, latency=56
pc=402942, @=140735981247096, src level=L1 Hit, latency=118
pc=402936, @=1009792360, src level=LFB Hit, latency=207
pc=402936, @=1010230064, src level=LFB Hit, latency=175
pc=402932, @=97494668, src level=LFB Hit, latency=209
pc=402942, @=140735981247096, src level=L1 Hit, latency=294
pc=40293c, @=1159435832, src level=L3 Hit, latency=51
pc=402936, @=1011918984, src level=LFB Hit, latency=78
pc=40293c, @=1159485056, src level=L3 Hit, latency=61
pc=40293c, @=1159224240, src level=L3 Hit, latency=59
pc=402942, @=140735981247096, src level=L1 Hit, latency=161
pc=402936, @=1013633240, src level=LFB Hit, latency=222
pc=402942, @=140735981247096, src level=L1 Hit, latency=197
pc=402942, @=140735981247096, src level=L1 Hit, latency=65
pc=402942, @=140735981247096, src level=L1 Hit, latency=150
pc=402958, @=140735981247096, src level=L1 Hit, latency=211
pc=402942, @=140735981247096, src level=L1 Hit, latency=193
pc=40293c, @=1158707912, src level=L3 Hit, latency=44
pc=402936, @=1016558976, src level=LFB Hit, latency=152
pc=40293c, @=1158900256, src level=L3 Hit, latency=67
pc=402942, @=140735981247096, src level=L1 Hit, latency=153
pc=402936, @=1017831016, src level=LFB Hit, latency=182
pc=402936, @=1018245568, src level=LFB Hit, latency=82
pc=402936, @=1018654600, src level=LFB Hit, latency=228
pc=402942, @=140735981247096, src level=L1 Hit, latency=206
pc=402942, @=140735981247096, src level=L1 Hit, latency=247
pc=402942, @=140735981247096, src level=L1 Hit, latency=250
pc=402942, @=140735981247096, src level=L1 Hit, latency=173
